,text,user,location,label,Hash words
1496,"στα 107 νέα περιστατικά covid – 19 35,028 διαγνώσεις",StockWatchCy,"Larnaca, Cyprus",1,No hashtags
1497,aναστολή λειτουργίας παιδικού σταθμού ορμύλιας λόγω θετικού κρούσματος covid-19.,moudania,Nea Moudania,1,#Featured #Εκπαίδευση…
1498,καταγράφηκαν 30 νέα κρούσματα covid-19 περιφέρεια πελοποννήσου σήμερα κυριακή 21 φεβρουαρίου,Gargalianoi1,Gargalianoi,1,No hashtags
1499,γαρίπα: «την τελευταία εβδομάδα χωριό θρηνεί δύο συγχωριανούς λόγω covid»,Grandsportgr,,1,No hashtags
1500,κως: συνεχίζονται μαζικά test covid-19 νησί [αναλυτικό πρόγραμμα],periodikonisos,Kos,1,No hashtags
1501,π.ε. σερρών: 8 νέα κρούσματα covid-19,SporadesTv,sporades,1,No hashtags
1502,εγχώρια 7 &amp; 14 ημερών ανά 100.000 κατοίκους φρένο απότομη άνοδο,xoristrastimesi,,1,#Κρήτη: #κρουσματα #Ρέθυμνο #Ηράκλειο…
1503,εγχώρια 14 ημερών χανιά: 46 ρέθυμνο: 238 ηράκλειο: 277 λασίθι: 29…,xoristrastimesi,,1,#Κρήτη: #κρουσματα
1504,"21/02/21 -  νέα +14 (16,35*) ‼️η: +16 (5,24*)λ: +1 (1,33*)*#cases100kεκτιμηση: εν…",xoristrastimesi,,1,#Κρήτη: #κρουσματαΡ:
1505,21/02/21nέα κρούσματα: 884 διασωληνωμένοι: 326 (1)νέες απώλειες: 25 (συν:6297)τεστ σήμερα: 23.139 (pcr…,Kleo14096777,,1,#covid_19grΚυριακή
1506,θετική κόρη covid μαζί άλλους 10 συμμαθητές της. ξεχάσεις βάλεις 10 τόνο υπουρ…,tvas2012,Αθήνα,1,No hashtags
1507,21/02/21nέα κρούσματα: 884 διασωληνωμένοι: 326 (1)νέες απώλειες: 25 (συν:6297)τεστ σήμερα: 23.139 (pcr…,BrosAccountant,Μπανανία,1,#covid_19grΚυριακή
1508,αεροσυνοδοί: από αεροσκάφη τρένα λόγω covid,briefcy,Cyprus,1,#aeroplane #train #COVID19
1509,πάτρα: άλλα έξι ύποπτα κρούσματα covid-19 «κιβωτό αγάπης» - Θα γίνουν μοριακοί έλεγχοι,patrasevents_gr,Πάτρα,1,No hashtags
1510,γεματα κορωνα ΙΟ ΤΑ βιβλια των βιβλιοθηκων,PANGKAKISTOS,,1,#Covid_19 #COVID19 #Corona #CoronavirusOutbreak #coronavirus
1511,Η γεωγραφική κατανομή σημερινών κρουσμάτων#thesspress,ThessPressgr,thessaloniki |Θεσσαλονίκη,1,#Covid_19
1512,θετική κόρη covid μαζί άλλους 10 συμμαθητές της. ξεχάσεις βάλεις 10 τόνο υπουρ…,Froso_Kontakou,"Nea Ionia, Attiki ",1,No hashtags
1513,covid-19: 884 νέα κρούσματα χώρα – 119 πελοπόννησο,takiskarvouniar,,1,No hashtags
1514,ενημέρωση πορεία covid-19 - στην κορινθία 6 35 νέα κρούσματα πελοπόννησο,KorinthosNews17,"Κόρινθος, Ελλάς",1,No hashtags
1515,"Τι έχει, πυρετό covid?",Tiger81676137,,1,No hashtags
1516,"Τα νέα εργαστηριακά επιβεβαιωμένα κρούσματα νόσου καταγράφηκαν τελευταίες 24 ώρες είναι 884, οπο…",amna_news,"Athens, Greece",1,No hashtags
1517,21/02/21nέα κρούσματα: 884 διασωληνωμένοι: 326 (1)νέες απώλειες: 25 (συν:6297)τεστ σήμερα: 23.139 (pcr…,cornillious7,"Αττική, Ελλάς",1,#covid_19grΚυριακή
1518,21/02/21nέα κρούσματα: 884 διασωληνωμένοι: 326 (1)νέες απώλειες: 25 (συν:6297)τεστ σήμερα: 23.139 (pcr…,VassilisTsingo1,Agia paraskevi,1,#covid_19grΚυριακή
1519,θετική κόρη covid μαζί άλλους 10 συμμαθητές της. ξεχάσεις βάλεις 10 τόνο υπουρ…,PoliPolinote,,1,No hashtags
1520,ανακοινώθηκαν 884 κρούσματα covid-19,TheNewspaper8,Ελλάς,1,No hashtags
1521,covid-19: Τα νέα κρούσματα κρήτη κυριακή 21 φεβρουαρίου,FlashNews_gr,,1,No hashtags
1522,21/02/21nέα κρούσματα: 884 διασωληνωμένοι: 326 (1)νέες απώλειες: 25 (συν:6297)τεστ σήμερα: 23.139 (pcr…,giota_no,,1,#covid_19grΚυριακή
1523,21/02/21nέα κρούσματα: 884 διασωληνωμένοι: 326 (1)νέες απώλειες: 25 (συν:6297)τεστ σήμερα: 23.139 (pcr…,pvlimni,"Λίμνη , Εύβοια",1,#covid_19grΚυριακή
1524,21/02/21nέα κρούσματα: 884 διασωληνωμένοι: 326 (1)νέες απώλειες: 25 (συν:6297)τεστ σήμερα: 23.139 (pcr…,georgepsal,Greece Athens,1,#covid_19grΚυριακή
1525,21/02/21nέα κρούσματα: 884 διασωληνωμένοι: 326 (1)νέες απώλειες: 25 (συν:6297)τεστ σήμερα: 23.139 (pcr…,_Piggie_,Greece,1,#covid_19grΚυριακή
1526,21/02/21nέα κρούσματα: 884 διασωληνωμένοι: 326 (1)νέες απώλειες: 25 (συν:6297)τεστ σήμερα:…,Nyrros,,1,#covid_19grΚυριακή
1527,"στην καρυά τετάρτη δωρεάν τεστ covid-19884, τοπικά",Elassona884,Elassona,1,No hashtags
1528,θετική κόρη covid μαζί άλλους 10 συμμαθητές της. ξεχάσεις βάλεις 10 τόνο υπουρ…,DemocraticRevol,,1,No hashtags
1529,θετική κόρη covid μαζί άλλους 10 συμμαθητές της. ξεχάσεις βάλεις 10 τόνο υπουρ…,mpigkoyinitsa,Germany,1,No hashtags
1530,δειγματοληπτικοί έλεγχοι ταχείας ανίχνευσης αντιγόνου covid-19 αύριο ορεστιάδα,evros_24,14ης Μαΐου 7,1,No hashtags
1531,στην καρυά ελασσόνας τετάρτη δωρεάν τεστ covid-19 –,elassonanews,"Ελασσόνα, Ελλάς",1,No hashtags
1532,"«μας ανησυχεί πίεση δέχεται εθνικό σύστημα υγείας, κυρίως αττική, αύξηση νοσηλείες covid π…",zougla_online,Greece,1,No hashtags
1533,στην καρυά ελασσόνας τετάρτη δωρεάν rapid test covid-19η ενημέρωση λάρισα τη…,LarisaCityNews,"Λαρισσός, Ελλάς",1,No hashtags
1534,κρούσματα covid-19 σάμο: τώρα μέτρα υγεία λαού λόγω αυξημένων κρουσμάτων…,IkariakiRadio,Ikaria ,1,No hashtags
1535,κλείνει αύριο 3ο γυμνάσιο ρόδου λόγω covid-πραγματοποιήθηκε...,dimokratikinews,Rhodes Greece,1,#Δημοκρατική #Ρόδος #Δωδεκάνησα
1536,"Εμ ερχόταν &amp; μας;θεωρείτε covid free νησι μας, γυρνάτε χωρίς προσοχή &amp; προστασία κέντρο ρόδου…",ante_re_tsokaro,"Ρόδος, Ελλάς",1,No hashtags
1537,προληπτικοί έλεγχοι covid-19 αύριο αμφιλοχία (δευ 22/2/2021 11:00) [περισσότερα εδώ]…,AitolniaBest,"Αγρίνιο, Ελλάς",1,No hashtags
1538,θετική κόρη covid μαζί άλλους 10 συμμαθητές της. ξεχάσεις βάλεις 10 τόνο υπουρ…,Vasilis46337227,,1,No hashtags
1539,"μαλλον covid κανω rapid 6η μερα συμπτωμάτων λετε βγει λαθος? ειμαι σχεδον εντελως καλα, εχασα…",stavv_____,,1,No hashtags
1540,πέντε συνολικά κρούσματα covid 2ο λύκειο καβάλας μέσω χρήστη,KavalaWebNewsGR,Kavala - Greece,1,No hashtags
1541,θέλεις πας άνδρο μεταφέρεις covid αντε κάτσε αυγά επιτέλους,smerna1979,,1,No hashtags
1542,στην καρυά ελασσόνας τετάρτη δωρεάν τεστ covid-19,TheNewspaper8,Ελλάς,1,No hashtags
1543,"ένα άσχημο νέο, ό σύντροφος (40 ετών ) φίλης , θετικός covid ,νοσηλεύεται στό νοςοκομείο γεννηματάς, θά…",ZavosG,Reports from Zimbabwe,1,No hashtags
1544,"ένα άσχημο νέο, ό σύντροφος (40 ετών ) φίλης , θετικός covid ,νοσηλεύεται στό νοςοκομείο γεννηματάς, θά…",gdmn1973,"Gramos, Dytiki Makedonia",1,No hashtags
1545,"ένα άσχημο νέο, ό σύντροφος (40 ετών ) φίλης , θετικός covid ,νοσηλεύεται στό νοςοκομείο γεννηματάς…",georgedebor,Αθήνα -Μεσόγεια ,1,No hashtags
1546,παππάς θεσσαλονίκη κόλλησε covid-19 2 φορές 2 μήνες.,Koutsoukosdim,"Athens, Greece",1,No hashtags
1547,καταγράφηκαν 76 νέα κρούσματα covid-19 περιφέρεια πελοποννήσου σάββατο 20/02 -,drt915,Τρίπολη ,1,No hashtags
1548,"“παράλληλα, άλλοι 145 ασθενείς covid-19 υπέκυψαν, απολογισμό θυμάτων πανδημίας νέου κορων…",zougla_online,Greece,1,No hashtags
1549,προληπτικοί έλεγχοι covid-19 αύριο αμφιλοχία via,agrinioculture,Agrinio ,1,No hashtags
1550,Με covid 19 διαγνώστηκε τετράχρονο κοριτσάκι χανιά,entypos,Greece,1,No hashtags
1551,χανιά κοριτσάκι: Με covid 19 διαγνώστηκε τετράχρονο χανιά,prisma916,ΒΟΡΕΙΟΔΥΤΙΚΗ ΕΛΛΑΔΑ,1,No hashtags
1552,agriniopress: αμφιλοχία: προληπτικοί δειγματοληπτικοί έλεγχοι covid-19 23 κρούσματα περιοχή -…,AgrinioPress,"Agrinio, Greece",1,No hashtags
1553,κλειστά σχολεία: αυξάνονται σχολεία βρίσκονται ολική ή μερική αναστολή λόγω κρουσμάτων κορωνοϊού. ξεπέρασ…,til_kountouris,"Athens, Greece",1,No hashtags
1554,θετική κόρη covid μαζί άλλους 10 συμμαθητές της. ξεχάσεις βάλεις 10 τόνο υπουρ…,renasidir,,1,No hashtags
1555,θετική κόρη covid μαζί άλλους 10 συμμαθητές της. ξεχάσεις βάλεις 10 τόνο υπουρ…,elpizo1,Βεζουβιος  και ενίοτε Λιμνουπολη,1,No hashtags
1556,"κορωνοϊός: ασφυκτιούν μεθ αττικής – φόβοι αύξηση νοσηλευομένων επόμενες μέρες, ώρα ήδη η…",til_kountouris,"Athens, Greece",1,No hashtags
1557,ΤΑ νεα της περιφερειας πελοποννησου - καταγράφηκαν 76 νέα κρούσματα covid-19 περιφέρεια πελοποννήσου σάββατο 2…,AtticanewsGr,Ελλάς,1,No hashtags
1558,"αυτή γυναίκα, βοηθός ακτινολόγου πανεπιστήμιο νάουσας, ήταν 37 χρονών. πέθανε covid-19. …",the_hound_dog,Κλειδοκράτορας στη Neverland,1,No hashtags
1559,20/02/21nέα κρούσματα: 1424 διασωληνωμένοι: 325 (0)νέες απώλειες: 23 (συν:6.272)τεστ σήμερα: 43.310 (…,s_thaleia,,1,#covid_19grΣάββατο
1560,στο 84% ανέρχεται πληρότητα μεθ covid αττική - via,ThePressroomGR,,1,No hashtags
1561,"“το ίδιο διάστημα, άλλοι 13 ασθενείς covid-19 υπέκυψαν, απολογισμό πανδημίας νέου κορωνοϊού χ…",zougla_online,Greece,1,No hashtags
1562,μόλις ήρθαν αποτελέσματα rapid test covid εξετάσεων έκανα νοσοκομείο... τελικά είμαι θετική…,cheetogrito,,1,No hashtags
1563,αυξάνονται νέα ημερήσια κρούσματα covid-19,TheNewspaper8,Ελλάς,1,No hashtags
1567,κορονοϊός: στο 84% πληρότητα μεθ covid νοσοκομεία αττικής -,irafinagr,,1,No hashtags
1568,20/02/21nέα κρούσματα: 1424 διασωληνωμένοι: 325 (0)νέες απώλειες: 23 (συν:6.272)τεστ σήμερα: 43.310 (…,summer_0_d,Ελλάς,1,#covid_19grΣάββατο
1569,20/02/21nέα κρούσματα: 1424 διασωληνωμένοι: 325 (0)νέες απώλειες: 23 (συν:6.272)τεστ σήμερα: 43.310 (…,Katerin04761883,Ελλάδα 🇬🇷,1,#covid_19grΣάββατο
1570,20/02/21nέα κρούσματα: 1424 διασωληνωμένοι: 325 (0)νέες απώλειες: 23 (συν:6.272)τεστ σήμερα: 43.310 (…,CPZmcrJV8MGz8lS,"Ν.Ι.C.(NEW IONIA CITY),GR",1,#covid_19grΣάββατο
1571,20/02/21nέα κρούσματα: 1424 διασωληνωμένοι: 325 (0)νέες απώλειες: 23 (συν:6.272)τεστ σήμερα: 43.310 (…,info15302101,Αθήνα -Ηλιούπολη,1,#covid_19grΣάββατο
1572,"στο μικρό χωριό καισαριανή, σύμφωνα εοδυ, σύνολο 26.000 κατοίκων υπάρχουν 55 ενεργά κρούσματα covid τ…",lianalk3,,1,No hashtags
1573,covid 19-κύπρος: 107 νέα κρούσματα - 77 πολίτες νοσηλεύονται,euronewsgr,Αθήνα,1,No hashtags
1574,20/02/21nέα κρούσματα: 1424 διασωληνωμένοι: 325 (0)νέες απώλειες: 23 (συν:6.272)τεστ σήμερα: 43.310 (…,ChKalligosfyris,,1,#covid_19grΣάββατο
1575,20/02/21nέα κρούσματα: 1424 διασωληνωμένοι: 325 (0)νέες απώλειες: 23 (συν:6.272)τεστ σήμερα: 43.310 (…,be_awesome9916,,1,#covid_19grΣάββατο
1576,ενημέρωση πορεία covid-19 - στην κορινθία 28 76 νέα κρούσματα πελοπόννησο,KorinthosNews17,"Κόρινθος, Ελλάς",1,No hashtags
1577,"“με βάση επιβεβαιωμένα κρούσματα τελευταίων 7 ημερών, 47 θεωρούνται σχετιζόμενα ταξίδι εξωτερικό κ…",zougla_online,Greece,1,No hashtags
1578, άμεση κινητοποίηση αυστηροποίηση μέτρων καθώς εντοπίστηκαν 7 θετικά κρούσματα…,pressnafpaktos1,Ναύπακτος,1,#ΔήμοςΝαυπακτίας
1579,20/02/21nέα κρούσματα: 1424 διασωληνωμένοι: 325 (0)νέες απώλειες: 23 (συν:6.272)τεστ σήμερα: 43.310 (…,filo333333,Greece,1,#covid_19grΣάββατο
1580,γεωγραφική κατανομή 1424 κρουσμάτων covid-19 ανακοίνωσε σήμερα εοδυ μέσω,emvolos,Ελλάς,1,No hashtags
1581,"eννεα (9) κρούσματα covid κέρκυρα έδωσε σήμερα εοδυ.αναλυτικά, πανελλαδικά είχαμε 1.424 νέα κρούσματα, 32…",kerkyrasimera,"Κέρκυρα, Ελλάς",1,No hashtags
1582,π.ε. σερρών: 4 νέα κρούσματα covid-19,SporadesTv,sporades,1,No hashtags
1583,εοδυ-1.424 νέα κρούσματα 23 νεκροί σήμερα covid-19,matmat2001,Ελλάς,1,No hashtags
1584,θεσσαλονίκη: rapid test πεζούς κυριακή μετέωρα,eretikos_gr,,1,#COVID19greece #κορονοιος #coronavirus #Lockdown3…
1585,"covid-19: σταθεροποιηση των κρουσματων, στην ελλαδα σημερα (1.424)-πρωτη Η αττικη ΜΕ 680,ακολουθει Η θεσσαλονικη με…",thessreportage,,1,No hashtags
1586,20/02/21nέα κρούσματα: 1424 διασωληνωμένοι: 325 (0)νέες απώλειες: 23 (συν:6.272)τεστ σήμερα: 43.310 (…,pvlimni,"Λίμνη , Εύβοια",1,#covid_19grΣάββατο
1587,20/02/21nέα κρούσματα: 1424 διασωληνωμένοι: 325 (0)νέες απώλειες: 23 (συν:6.272)τεστ σήμερα: 43.310 (…,Afrodite1965,"Αττική, Ελλάς",1,#covid_19grΣάββατο
1588,20/02/21nέα κρούσματα: 1424 διασωληνωμένοι: 325 (0)νέες απώλειες: 23 (συν:6.272)τεστ σήμερα: 43.310 (…,JohnB96634193,,1,#covid_19grΣάββατο
1589,φεκ B 648/2021: έκτακτα μέτρα προστασίας δημόσιας υγείας κίνδυνο περαιτέρω διασποράς κορωνοϊού covi…,kongogospr,,1,No hashtags
1590,ακούστε ζούμε χρόνο τώρα: εργαζόμενη επιχείρηση ανεβάζει πυρετό.κάνει (rapid) test &amp; βγαίνει θετική co…,gegenos,"Rethymno, Crete",1,No hashtags
1591,20/02/21nέα κρούσματα: 1424 διασωληνωμένοι: 325 (0)νέες απώλειες: 23 (συν:6.272)τεστ σήμερα: 43.310 (…,stavroulaber,Athens,1,#covid_19grΣάββατο
1592,20/02/21nέα κρούσματα: 1424 διασωληνωμένοι: 325 (0)νέες απώλειες: 23 (συν:6.272)τεστ σήμερα: 43.310 (…,NKoufoudakis,,1,#covid_19grΣάββατο
1593,7 κρούσματα covid-19 ναύπακτο / αυστηροποιούνται μέτρα,AIXMHnews,Messolonghi Greece,1,No hashtags
1594,έντεκα κρούσματα εδώ σχολική μονάδα! έχετε γεια βρυσούλες!,evi2412,SAMOS,1,#Covid_19 #coronavirus #lockdown
1595,1424 νέα κρούσματα χώρα – 154 πελοπόννησο,takiskarvouniar,,1,No hashtags
1596, pcr test &amp; θετικότητα pcr τελευταίων 14 ημερών#covid_19,xoristrastimesi,,1,#covid_19gr #covid19 #covid19gr #covid19greece…
1597,εγχώρια 7 &amp; 14 ημερών ανά 100.000 κατοίκους…,xoristrastimesi,,1,#Κρήτη: #κρουσματα #Ρέθυμνο #Ηράκλειο #Λασίθι
1598,εγχώρια 14 ημερών χανιά: 46 ρέθυμνο: 243 ηράκλειο: 270 λασίθι: 34🗃…,xoristrastimesi,,1,#Κρήτη: #κρουσματα
1599,"20/02/21 -  νέα +4 (2,55*)ρ: +15 (17,52*) ‼️η: +31 (10,15*) ‼️λ: +4 (5,31*)*…",xoristrastimesi,,1,#Κρήτη: #κρουσματαΧ:
1600,"περαστικα χασαν μαρτιν. φανταστειτε γινει τραυματισμος παναθηναϊκο, μιλουσαν ριξη τσ…",Green_Mike13,"Αττική, Ελλάς",1,No hashtags
1601,Η γεωγραφική κατανομή 1424 κρουσμάτων covid-19,ThessPressgr,thessaloniki |Θεσσαλονίκη,1,#covid_19GR #κορονοιος #κρουσματα #thesspress
1602,όλα καλά πάνε μάλλον covid κόλλησες ,Alex76111539,..                        ,1,No hashtags
1603,θετική κόρη covid μαζί άλλους 10 συμμαθητές της. ξεχάσεις βάλεις 10 τόνο υπουρ…,Pitsman27,,1,No hashtags
1604,ανακοινώθηκαν 1.424 νέα κρούσματα covid-19,TheNewspaper8,Ελλάς,1,No hashtags
1605,17 νέα κρούσματα covid-19 μαγνησία - 1.424 όλη χώρα (γεωγραφική κατανομή),TheNewspaper8,Ελλάς,1,No hashtags
1606,εοδυ: έντεκα νέα κρούσματα covid σάμο σάββατο 20/2 via voic,SamosVoice,,1,No hashtags
1607,μήπως κόλλησαν μπαγκλαντέζοι covid ;,edoxan1,,1,No hashtags
1608,covid: κλειστά 14 μέρες “μαυρογένειο” επαλ &amp; Γ΄ τάξη “πυθαγόρειου” γελ- 5 κρούσματα via voic,SamosVoice,,1,No hashtags
1609,θετική κόρη covid μαζί άλλους 10 συμμαθητές της. ξεχάσεις βάλεις 10 τόνο υπουρ…,olga48778863,Ελλάς,1,No hashtags
1610,Τα άσχημα νέα: + covid. Τα καλά νέα: ευτυχώς είμαι &amp; νιώθω καλά!!!,zoisbassis,,1,No hashtags
1611,eπαγρύπνηση λόγω αυξημένων εισαγωγών κλινικές covid,EXPERTNEWSGR,"Greece, Athens 🇬🇷 🇪🇺 ",1,No hashtags
1612,δωρεάν rapid test covid δημοτικό θέατρο πειραιά,ecozengr,Athens,1,No hashtags
1613,δωρεάν covid test δήμο ηρακλείου αττικής,Palmosnews,,1,#rapid
1614,"λοιπόν, πλέον έχω γνωστό νοσεί covid .τώρα μένει μόνο κάποιος κέρδισε φορολοταρία taxis.",KrypsinousLAM,,1,No hashtags
1615,αυξημένα επίπεδα covid στε λύματα λέει.θα τρελάνουν επιστήμονες,nikosagSKG,Thessaloniki- Bonn,1,No hashtags
1616,κεφαλονια - βορειος πολος.: δημος σαμης: ενημέρωση covid-19:,vlahatasamis,kefalonia,1,No hashtags
1617,κοντοζαμάνης: στο κόκκινο μεθ ασθενείς covid-19 αττική |,akousgr,"Athens, Thessaloniki, Nicosia",1,No hashtags
1618,μόλις έφυγε ζωή συγγενικό πρόσωπο covid 25μερες διασωληνωμένος 52χρ.κόλλησε εργασιακό χώρο απ…,Christo86454644,,1,No hashtags
1619,"743 κρούσματα αττική σήμερα, αυτά άντρας μου...",Ihatecallcente1,"Θεσσαλονίκη, Ελλάς",1,#covid_19gr
1620,μήνυμα δημάρχου σύρου - ερμούπολης κρούσματα covid-19,Koini_Gnomi,"Syros Island, Greece",1,No hashtags
1621,δωρεάν covid test δήμο ηρακλείου αττικής,Palmosnews,,1,#rapidtests
1622,19/02/21nέα κρούσματα: 1460 διασωληνωμένοι: 325 (+5)νέες απώλειες: 28 (συν:6.249)τεστ σήμερα: 45.65…,sevek74,,1,#covid_19grΠαρασκευή
1623,κορωνοϊός: εντείνεται πίεση αύξηση ασθενών covid-19,ektaktaneagr,GREECE,1,#ΕΣΥ
1624,"743 κρούσματα αττική σήμερα, αυτά άντρας μου...",dermentzi1955,"Δράμα, Ελλάς",1,#covid_19gr
1625,"743 κρούσματα αττική σήμερα, αυτά άντρας μου...",panpatagiannis,"Athens, Greece",1,#covid_19gr
1626,μόλις έφυγε ζωή συγγενικό πρόσωπο covid 25μερες διασωληνωμένος 52χρ.κόλλησε εργασιακό χώρο απ…,GreekLiberAlles,,1,No hashtags
1627,"743 κρούσματα αττική σήμερα, αυτά άντρας μου...",fraoulakis,"athens,Greece ",1,#covid_19gr
1628,"743 κρούσματα αττική σήμερα, αυτά άντρας μου...",Access71All,Greece,1,#covid_19gr
1629,19/02/21nέα κρούσματα: 1460 διασωληνωμένοι: 325 (+5)νέες απώλειες: 28 (συν:6.249)τεστ σήμερα: 45.65…,Kapoiosmpla,Θράκη - Thrace - Greece,1,#covid_19grΠαρασκευή
1630,πάλι άρρωστος. εντωμεταξυ όταν έπαιξε jazz ήταν άρρωστος ευτυχώς είναι covid 19.,PSVegeta,"Attiki, Greece",1,No hashtags
1631,"κοντοζαμάνης: στο ""κόκκινο"" μεθ covid αττική - 38 νέες κλίνες επόμενες ημέρες",NChatzinikolaou,Athens-Greece,1,No hashtags
1632,"743 κρούσματα αττική σήμερα, αυτά άντρας μου...",marshal_toskas,"Sterea Ellada, Greece",1,#covid_19gr
1633,μηνύματα ιατρικού συλλόγου έβρου covid-19 via -24.gr,faros_24,,1,No hashtags
1634,19/02/21nέα κρούσματα: 1460 διασωληνωμένοι: 325 (+5)νέες απώλειες: 28 (συν:6.249)τεστ σήμερα: 45.65…,Art_OliveOil,Ανω Μεσσηνία-Αθήνα σε λούπα,1,#covid_19grΠαρασκευή
1635,"1460 νέα κρούσματα, 325 διασωληνωμένοι 28 νέοι θάνατοι. για δεύτερη εβδομάδα κινητοποιήσεις ερυθρών χμερ, τ…",stavros2s,,1,No hashtags
1636,πραγματοποιήθηκαν 434 rapid test προέκυψαν 12 θετικά. διαβαστε εδω &gt;&gt;,zougla_online,Greece,1,No hashtags
1637,ενημέρωση πορεία covid-19 - στην κορινθία 27 70 νέα κρούσματα πελοπόννησο,KorinthosNews17,"Κόρινθος, Ελλάς",1,No hashtags
1638,reportaz net: νέα προληπτικά τεστ covid-19 υπαλλήλους ...,reportaznet1,,1,No hashtags
1639,κορωνοϊός: Η εξάπλωση covid 19 ελλάδα αριθμούς (19/02),CNNgreece,Greece,1,No hashtags
1640,προχθές χρειάστηκε υπερήλικας πατέρας διακομιστεί ασθενοφόρο πρώτες βοήθειες λευκωσίας .με περιο…,aenao258,Cyprus,1,No hashtags
1641,νέα προληπτικά τεστ covid-19 υπαλλήλους δήμου περάματος,PortnetGr,Greece,1,No hashtags
1642,τελευταία ενημέρωση: 6 παίκτες ολυμπιακού covid δύο μέλη σταφ. όλος φοίνικας καραντίνα (αρκετά κρού…,johnored7,"Πειραιάς, Αττική, Ελλάς",1,No hashtags
1643,"743 κρούσματα αττική σήμερα, αυτά άντρας μου...",always_smilesss,,1,#covid_19gr
1644,νέα προληπτικά τεστ covid-19 υπαλλήλους δήμου περάματος – αρνητικά σύνολό -…,paraskhnio,"Athens, Greece",1,No hashtags
1645,289 rapid test πραγματοποιήθηκαν παρασκευή πυλί - 1 γυναίκα θετική covid-19 - https:/…,odonnellhugh,Greece,1,No hashtags
1646,289 rapid test πραγματοποιήθηκαν παρασκευή πυλί - 1 γυναίκα θετική covid-19 -,Kosnews24gr,Κως,1,No hashtags
1647,νόσηση covid-19 διασωλήνωση ασθενών μεθ,AntennaNews,Greece,1,#Ant1news
1648,εσείς κάνετε τεστ covid αύριο μόνο εγώ;,son1ctassos,Χαλκίδα,1,No hashtags
1649,"ελλαδα-κοσμος κορωνοϊός: Η εξάπλωση covid 19 ελλάδα αριθμούς (19/02): την παρασκευή 19 φεβρουαρίου, Ε…",ioannina24,Ioannina,1,No hashtags
1650,φαντάζομαι τρομερό δίλημμα.* μαμά λίτσας γλείφει θετικά τεστ covid *,Daskarolis_R,"Κόρινθος, Ελλάς",1,No hashtags
1651,"covid-19:σταθεροποιηση των κρουσματων στην ελλαδα για σημερα(1.460)-πρωτη Η αττικη ΜΕ 722,ακολουθει Η θεσσαλονικη Μ…",thessreportage,,1,No hashtags
1652,σύρος: Τι ισχύσει 16 κρούσματα covid – απαιτείται υπευθυνότητα ψυχραιμία,syrossportsgr,Σύρος,1,No hashtags
1653,ρόδος: δυο κρούσματα covid-19 ιδιωτικό εκπαιδευτήριο...,Rodorama_blog,Ρόδος - ΡΟΔΟΣ - Rhodes,1,No hashtags
1654,επιβεβαιώθηκε εοδυ κρούσμα covid-19 λήμνο.,LimnosReport,"Μύρινα, Ελλάς",1,No hashtags
1655,covid-19: 31 κρούσματα ήπειρο - 1.460 όλη χώρα,epiruseconomy,Greece,1,No hashtags
1656,ρόδος: δυο κρούσματα covid-19 ιδιωτικό εκπαιδευτήριο,SporadesTv,sporades,1,No hashtags
1657,19/02/21nέα κρούσματα: 1460 διασωληνωμένοι: 325 (+5)νέες απώλειες: 28 (συν:6.249)τεστ σήμερα: 45.65…,Kleo14096777,,1,#covid_19grΠαρασκευή
1658,κύπρος - covid-19: ένας θάνατος - 111 νέα κρούσματα,euronewsgr,Αθήνα,1,No hashtags
1659,γεωγραφική κατανομή 1460 κρουσμάτων covid-19 ανακοίνωσε σήμερα εοδυ μέσω,emvolos,Ελλάς,1,No hashtags
1660,ένα θάνατο 111 νέα περιστατικά covid-19 ανακοίνωσε υπουργείο υγείας,konstantinaBel3,Athens,1,No hashtags
1661,"συνολικά, νοσηλευτήρια οκυπυ νοσηλεύονται 76 ασθενείς νόσου covid-19",dialogoscy,"Nicosia, Cyprus",1,No hashtags
1662,"κύπρος/covid-19: ένας θάνατος 111 νέα κρούσματα 37,325 τεστ ανίχνευσης νόσου via",hc_yiota,Κύπρος,1,No hashtags
1663,μικροτερο ποσοστό θετικοτητα covid,G4Heron,εκείπου λεφτά υπάρχουν-Liberal,1,No hashtags
1664,τελευταία ενημέρωση: 6 παίκτες ολυμπιακού covid δύο μέλη σταφ. όλος φοίνικας καραντίνα (αρκετά κρού…,NikosTroup7,Καλαμάτα,1,No hashtags
1665,τελευταία ενημέρωση: 6 παίκτες ολυμπιακού covid δύο μέλη σταφ. όλος φοίνικας καραντίνα (αρκετά κρού…,kellaroukos,,1,No hashtags
1666,δειγματοληπτικοί έλεγχοι covid-19 ε.ο. λευκίμμης κυριακή 21 φεβρουαρίου -,StartmediaCorfu,"Κέρκυρα, Ελλάς",1,No hashtags
1667,covid-19: Τα νέα κρούσματα κρήτη,YXigakis,"Κρήτη, Ελλάς",1,No hashtags
1668,εγχώρια 7 &amp; 14 ημερών ανά 100.000 κατοίκους…,xoristrastimesi,,1,#Κρήτη: #κρουσματα #Ρέθυμνο #Ηράκλειο #Λασίθι
1669,εγχώρια 14 ημερών χανιά: 45 ρέθυμνο: 242 ηράκλειο: 258 λασίθι: 33…,xoristrastimesi,,1,#Κρήτη: #κρουσματα
